Platform,FPS,Latency,Battery,LoadTime,Accuracy,UX_Score
Android,57.00558414676537,41.28945148978543,4.463000887727747,2.3975863548565615,6.005061583846219,79.40340817947738
Android,49.19489048064956,48.97516117684277,3.776191836986369,5.171387377418024,8.160808051417499,67.47537767655331
Android,51.666450001653786,56.70654152546831,4.610613946490685,4.702319639224129,6.548733789366586,79.77049794903608
iOS,61.06835675251948,28.825113990546694,3.478152676035027,2.1309197933372017,9.672518456077038,81.68933467248539
iOS,58.986787431091926,23.720355410853163,3.60656274214915,3.766790584969751,8.752374529437681,84.71931708972892
iOS,58.110930071182786,27.801819289801905,3.250918506184164,2.9121091076595826,9.791579043725848,87.86544539358803
iOS,58.730552023546565,25.32668629074968,3.760540394591796,2.5425834493838475,8.789618142794554,94.85213730169731
iOS,60.56516386054593,19.057517475097516,2.569267293545641,2.7635962840620607,8.091206103048691,91.14595773921212
iOS,59.63871830732665,29.78652270968317,3.8374863191007385,2.434901266861892,8.494420304702581,85.04036882021944
iOS,60.44511240790151,25.927340973050544,2.8077034387081388,2.2081403403685838,8.057558760016644,85.88590275258387
iOS,62.14440620845484,28.400993562704073,2.5880321066947483,2.624558956771432,9.549528882323736,79.98482381217315
iOS,59.846430584417696,23.534398631853886,3.0050432155173326,3.030994280311999,9.441530501373377,85.88892118404566
iOS,58.28659466291446,26.325913763026332,3.8488022721889217,2.2212821508130194,8.8877041827583,84.26804816647918
iOS,61.08613526329356,35.801900705664394,3.092223143640181,2.1266577010562324,8.350915012552079,87.93631136202853
iOS,59.57704128921945,28.642755000355407,2.7269633373755675,2.286706815450184,8.117067016427606,81.03661433868606
iOS,60.80867073649068,30.747881725313338,2.582023010208056,3.071206656308017,9.142991682052836,89.11607908544704
iOS,61.09929781614661,21.6456409656198,3.0579525981014344,3.3715301484774227,8.761510631717472,95.19643347801546
iOS,58.06148785535983,39.94517978696231,2.3020153713769402,2.7172083471654824,8.618218063316261,85.34743910925886
iOS,61.573006906257916,37.217068791602664,2.5799228633626243,2.8487884804214345,9.10112267612279,88.41027033259365
iOS,60.85768293993484,34.81717745475852,3.7172270607436335,2.1221794856409324,9.084106806114997,90.14086395026668
iOS,58.594143441273204,32.14382988802438,3.629305522860495,3.0260527899713954,8.70096913145912,83.59267716868499
iOS,59.95667367980628,28.07571639129932,3.048635141384117,2.8310422062790446,9.072763006364193,87.3445548908625
iOS,59.88581123647016,30.210370084333658,2.9137340914981813,2.07392322524351,9.821860059290357,86.07555440469076
iOS,59.53589772169875,33.24009871997476,3.1234035609227377,1.427397032840931,8.706242227156496,86.58605659129299
iOS,60.80787098321859,24.857151262621468,4.039198771380129,1.7676579374308874,9.0813487806419,81.3619412968672
iOS,61.65603449250029,25.777506278904088,3.2619902035082102,2.0984783630912722,8.084837714085191,86.14706104555366
iOS,59.51095955911095,19.654338204547344,3.4638952699839267,3.1971623906480646,9.986639578501176,88.9879897474727
iOS,61.496321991958126,24.140904611216225,3.0190169896673797,3.4317158655035955,8.37427079575612,94.70686164677025
iOS,60.98230391575617,36.30650865304077,3.124358642846864,2.2362892747154337,8.37064214706689,91.75562495651124
iOS,59.84844423726461,26.32876454424816,3.3588650787148175,2.2552507883372224,8.812799567257503,98.91909474506934
iOS,59.76427138307848,26.41076546744708,3.150437931129612,2.65697383358348,9.947248577383858,81.3959146226717
iOS,57.77115194250998,29.588835162185593,2.341049207004537,2.507287905443935,8.98600106382287,91.23392382032407
iOS,57.24884741018924,19.938863464127383,3.6122163046709854,3.0585604503844475,9.753378185258942,87.1000520344301
